"label","text"
"0.0","美的市值严重高估，天价解禁，想起来都怕怕啊，市场两极分化严重，老百姓已经很少用美的了，居然还有几千亿盘子，明天起，十个跌停！年底4元见"
"0.0","真垃圾，每天都这般"
"1.0","先洗一批人出去，然后稳固上升"
"0.0","果然要再下一台阶，垃圾"
"0.0","保利 社保养老金全面出货了哟！社保养老金全面持续加速扫货农发种业双百国企就是农发种业！一线重大消息！"
"0.0","一来就套，有这么邪恶？？"
"0.0","早就说过，496元是长春高新的宇宙大顶部，赶紧跑，换600518吃肉！"
"1.0","再买进一点，看趋势还是有点搞头的"
"0.0","已经没动能冲了、该出就出了！！！！"
"1.0","今天涨幅五个点起步"
"1.0","美的集团属于白马股，今天白酒指数大涨7个点，同为白马股的家电品种有补涨的可能性，大家关注一下"
"0.0","超短线逢近期新高卖出。信不信由你。文明发贴。无美的票与不喜者请路过。"
"1.0","现在看，前段时间的地产黑洞文章的确有很大拿筹码的动机，因为没参与定增，就想方设法砸盘到定增价～基金，社保，养老金在419价位定增中长期看确实很稳健"
"0.0","我他妈T飞了，明天要大跌，信我的举爪"
"1.0","下周就是地产股票起飞时间，拿住了！"
"0.0","垃圾股市永远2千点"
"0.0","怎么不跌了，我在52等你"
"0.0","看保利就知道大盘已经不行，快断气了！"
"0.0","用我们的血汗钱组成新的反击线"
"0.0","这股已经没办法用语言表达了 大盘爆拉他不懂动 大盘回调他立马砸盘 天天资金流出 再见再也不见 主力我不接你盘了"
"0.0","美的就好像一匹饿狼前面太多肉肉看着肉狼的口水四溅结果狼又饿又渴活活折磨成一条摇摇欲坠的狗"
"0.0","13.8见"
"1.0","500值日可待"
"0.0","喋喋不休，早盘大户拉高，散户一接盘，立马打压"
"1.0","听说回购等同于分红"
"1.0","要救大盘只能靠地产股了。"
"1.0","保宝每股收益1.08元厉害"
"0.0","人民日报：仿制药大量替代 药品价格将进入下降通道。节后医药行业板块3个字：继续跌"
"0.0","砸盘的估计今天不会砸，得等明后天"
"1.0","什么时候加仓保利都是正确的操作。"
"1.0","没点对公司的深刻认识真是拿不住的"
"1.0","信不信由你，2020年1月1日前股价上600元！！！"
"1.0","想红了？"
"0.0","包你地铲，你这是下了地府了吗？"
"1.0","2018保利销售业绩4066亿，销售面积2725万平方米。"
"1.0","重组十业绩增长利好按理应该涨停开盘"
"0.0","什么马都白搭，甭管是黑马白马还是黑天鹅"
"0.0","机构上半年股票己拖高高位盘整出货为主，散户现在买不专业选股亏多赢少，散户应该等科创板注册制出台后才考虑是否买入时机为上。"
"1.0","这次震仓调整将走掉大批散户，估计筹码将趋集中。"
"0.0","利益输送完！这些垃圾高管开始减持获利了！！"
"0.0","中国垃圾股市暴跌开始"
"1.0","保利过15元，向18~20元进军"
"1.0","明天大涨，喷子绕道"
"1.0","14.30元抄底买入，放半年"
"1.0","谁在压价出货？都出一个多星期了，还没有出完吗真希望你快点出完，然后没你的事，去睡觉，歇歇！"
"1.0","我还想把保利买回来，觉得保利可爱，今天看有没有机会或者除权后再买，等着看着"
"1.0","两万手封死13块，不是谁都可以的好吗？这两天要么依然死拿要么配合要么跌回时加仓，前提是要有好心态为思考的主线。"
"0.0","狗庄恶意压盘！"
"0.0","有人问我回调时间多久，我说半年"
"0.0","完蛋，今天地产股里的弱者"
"0.0","估计又凉啦"
"1.0","如果还有2100亿下半年结算*0.145=300亿 已结算的100亿=400亿，400/119=3.36元/股，目标价40元"
"0.0","长高尾盘拉升，第二天肯定跌，多少次都这样！明天集合竞价赶紧卖"
"1.0","保宝今天抄底抄到13，90元。外围大漲，看明天14元给主力"
"0.0","开启下行"
"0.0","法克，这碗大面"
"0.0","韭菜们小心"
"1.0","全力支持长春高新再创新高"
"0.0","跑！"
"0.0","明天一砸到底20周线"
"1.0","向上冲鸭～开通东方财富网就是为了买你来的～不要让我失望啊美的"
"0.0","想看看今天套多少人"
"1.0","盘子小优良好股稳健"
"1.0","连调5天，该拉了"
"1.0","汽车都下乡补贴了，家电还远吗"
"0.0","大盘也上涨了这么多，势必回调！！！"
"1.0","别洗了！干就完了！真墨迹"
"1.0","劳资实在是没钱了，有钱非得抄个大底"
"0.0","垃圾美的，浪费大好行情"
"1.0","下一个千元股"
"1.0","我靠，老子昨天刚割肉"
"1.0","新三板上市公司不用摘牌可以直接申请转科创板，利好保利物业"
"0.0","这货确实不怎么滴"
"1.0","45.85下单晚了，没买到"
"0.0","那个强生医坏了一个病人要赔80亿美元药企风险太大了"
"0.0","小偷公司忽悠重组成功"
"0.0","两个月以来 没有超过五个点的涨幅 跌幅倒是有"
"1.0","缩量上涨 是高度控筹了吗？能涨到什么位置呢"
"0.0","我叫你一声垃圾 你敢答应吗？"
"1.0","下午绝对能红，大家别卖"
"0.0","出货节奏，地产寒冬11块不远了"
"1.0","全仓补完了"
"0.0","新股民看似是美丽的艳阳天，老股民则看到是乌云密布、狂风暴雨即将来临的阴天前夕！"
"1.0","小天鹅A的现价至少是美的未来的目标价。"
"0.0","就是不愿意涨吗，还是一定要压盘"
"0.0","卧榻，满仓跑输大盘600点"
"0.0","指数回升 你股价越跌的越深 cnmb"
"0.0","合老母"
"1.0","今天最错误的操作是366附近把长春高新卖飞了，现在才剩下100股，我以后择机加仓长春高新，长期持有，价值投资高增长公司。"
"0.0","28亿元回购公司股份刚刚达到1％，这就是美的管理层的决策。28亿啊。"
"1.0","大家继续努力赚钱，补回来就是胜利"
"0.0","越套越牢，紧箍咒"
"0.0","唉，保利是真的地产股里面的垃圾股"
"0.0","涨都没涨，爹起来TMD到是几个点来艹"
"0.0","之前美的格力相差2元钱左右 现在相差6毛左右 谁更垃圾 玛丽隔壁"
"0.0","美的　没有前途了"
"0.0","最近要回调不少了，今天外资卖出1.27亿，很久没有大笔净卖出"
"0.0","16是保利的魔咒啊，每次都站不上去"
"0.0","美的人员素质低 企业发展不好"
"0.0","全流通的盘子，3个月强拉涨了40%，而且是各种利好基本完全兑现的情况下，市场先生的情绪达到了高峰，虽然我长期持有，但还是选择出掉了大半待机"
"0.0","清仓 逃命。也许我错了。上海方军"
"0.0","垃圾位置太高，今天跌6个点"
"0.0","毫无反弹之迹象!多方阵营太弱了！"
"1.0","5月线，再次翻身向上。"
"0.0","小伙伴们，稍安勿躁吧，大方向上是没问题。上周提醒大家要回调了先回避。这几天新进的也没到减仓标准。挺一挺吧。"
"1.0","老哥才是市场龙头"
"0.0","还好早上14.24卖了 全加仓ST长油"
"0.0","又到该高抛的时候了，到35左右再买回来。"
"1.0","2019-12-10北上资金继续加仓000661，今日增仓50万股以上，总持仓量超过585万股！"
"1.0","茅台第二加仓"
"1.0","只记得16年，价格还是8块，我亏的脸都发青。一丝丝的气维持着生命.18年1月，都回来了了.还挣了60万，那一刻，我明白了什么是价值投资.时间是最大的外援."
"0.0","换那个都比这垃圾强！"
"1.0","任何利空对央企都是扯淡，看看中石化就知道"
"0.0","继续向下不用解释，还没跌够"
"0.0","近期医药股甚入，医药谈判利空巨大，"
"0.0","我好绿鸭~"
"0.0","泄得真快"
"1.0","优秀啊"
"0.0","到底还有谁？！你妈的一定要不停的跌吗"
"0.0","还好没买，这个跌幅太吓人了吧"
"0.0","地产股真没得玩，业绩好有用吗，股民能攒过钱吗？"
"0.0","早盘冲高诱多，给散户一种调整就得马上加仓的错觉，结果主力跑了，筹码都派给散户了，看近期股东人数就知道了"
"1.0","这明显是逼空呀。"
"1.0","预计明天高开3到5个点，震荡向上，收盘涨幅5到7个点，随后几天震荡突破50。"
"0.0","管住手，跌到四个点再买。"
"1.0","房地产的几个龙头都在底部，放一年30%"
"0.0","调整速度有点猛，措手不及，海尔领先一步，抹平年后涨幅"
"0.0","贱命"
"1.0","我买了20万美的，能不能从美的身上赚30%?"
"0.0","哎，当时11.97换成万科23块8就好了"
"1.0","这一波看到19"
"0.0","最终不及格力!"
"0.0","粪怒。撤。"
"0.0","明天美的可能会暴跌，希望我猜错了。"
"1.0","这个股是好股.主力是好主力.大家买买买.只要你不断补仓。你就永远不会被套"
"1.0","保利大牛，不尽扛住了，还强势上涨3分钱"
"0.0","这个辣鸡，，医药板块红了"
"1.0","五佰元很近"
"0.0","买股最悲莫过于冬天买扇，夏天购棉袄，正如买了保利一样。"
"1.0","这个票可是国字号控盘的，未来可是大牛股，只是时间没到，未来涨幅巨大，第一个台阶，就是是18元，"
"0.0","以前收盘前会往上挑，现在收盘前还不忘大跌"
"0.0","三天一个跌停板了！保绿真牛！！！！"
"0.0","房地产都算得很清楚，是有天花板的，你拉这么高，忽悠谁啊，还不快点跌下来"
"0.0","一买就暴跌，服"
"0.0","收盘还是绿，别幻想反转了，反弹都不会有！"
"0.0","继续阴跌"
"1.0","见机追吧"
"1.0","看好长春高新，加油"
"1.0","地产板块启动了，大家坐稳扶好！别丢了宝贵的筹码！融资的可以出点货，防止意外！"
"1.0","明天美的大涨"
"1.0","加仓美的"
"1.0","融资满仓13500股，坐等庄家抬轿子！！！"
"0.0","不想耗了，真垃圾，割了吧"
"1.0","今天你是地产股最靓的仔"
"0.0","红天鹅绿美跌"
"0.0","40亿回购扔到了水中，问声不起浪！"
"0.0","难道是公司行权把价格打下来"
"0.0","便秘了吗？走势看着着急"
"0.0","腰斩马上开始，一刀一刀的割……"
"1.0","美的下一步，，，洗衣机冰箱和海尔火并，，，厨房家电和老板华帝战斗，空调和格力打"
"0.0","这股现在不错！涨一个点跌三个点，还敢往里进呢？阴跌开始，速速卖出！钱是自己的，好好珍惜！钱来的不是正道想怎么炒就怎么炒吧"
"0.0","保利也是衰，这么好的业绩"
"0.0","很快就要发套了"
"0.0","环保地产，14块守不住"
"1.0","看好美的但昨天没加仓，不过昨天加仓了20手小天鹅，这算间接加仓吧。"
"0.0","长春高新真坑我的基金10个点没了，你还跌，医药怎么天天跌，难道卖假药？？？"
"0.0","大盘涨你还是这个吊样"
"0.0","当今天下，庄家从不把政府放在眼里，独行独断，为所欲为，不理会现实基本面。可以将股票炒上天，亦可打下十八层地狱，保利就是其中之一。"
"0.0","到时候踩踏了就危险了，毕竟那么高在山顶上了"
"1.0","超跌反弹！价值投资理财"
"0.0","你高开还不是要下来"
"0.0","根据周五的表现，周一应该跌2个点收盘"
"1.0","2019年重回价值投资，美的上七十，格力六十五，现在买入至少有五十点空间"
"0.0","地产又完了 周一还得追券商。"
"0.0","是该走下神台了，没有不散的宴席"
"1.0","卖格力，买美的，没错"
"1.0","呵呵，买了保利，今天这种行情，这个时候才体现价值股的优势了"
"0.0","满地随便捡只股肯定比这强"
"1.0","已买进600手，明天涨停"
"1.0","看来保利地产还是不错的，可惜买少了，明天至少涨4个点。"
"0.0","重组内容不咋样？股本越来越大，以后慢慢变成垃圾一堆。"
"1.0","全是雷的股市，还是美的稳，就是买。"
"0.0","弱爆"
"0.0","只会拖后腿的垃圾"
"0.0","怎么我一买美的，她就这鸟样"
"0.0","明天市值超过小偷公司从此夺回老大宝座，不喜勿喷，这是市场决定的，没有永远的老大，创新才能驱动，深改才会前行。炒股不能恋爱，再见了美的！"
"1.0","我感觉马上要涨到14.67左右"
"1.0","要起飞了"
"0.0","垃圾天天跌"
"1.0","第二个茅台，能上一千"
"0.0","狗庄拉高出货了！再不跑就被埋了！！！！"
"0.0","这一波要到头了，起码回调到40"
"0.0","跌吧，跌吧，涨中跌比跌中涨效果要好面子不好看而已！"
"0.0","板块方面全红盘，就这垃圾拖后腿戴个绿帽子"
"0.0","有本事来个跌停板"
"1.0","今天是要涨停的节奏吗"
"1.0","新高了"
"0.0","下一个48元的中石油"
"1.0","卧槽买少了"
"1.0","有外资托底不需恐慌"
"1.0","短期上14元，一点问题没有。放心持股"
"1.0","下午涨停"
"0.0","机构走后一地鸡毛"
"0.0","高价股射噩梦到了"
"0.0","北上资金持续流出，好你们撤退，我来掩护。"
"0.0","大盘太弱了、这样的消息都无反应！"
"0.0","马上戴上绿帽子了！"
"1.0","601360，节前加仓，节后连板！！！！！"
"1.0","12.68-12.71入了5手，继续享受钝刀磨颈的快感，慢慢低吸。感谢主力！"
"0.0","保利不错，赚了10个点走了，等有机会再来"
"0.0","这就是提倡价值投资的垃圾央企！！！！"
"0.0","外资是抄不到大底的，他们进来就是买套的，所以，要跌停了。"
"0.0","高开低走，继续下行！建议昨天追高的今天马上止损"
"0.0","《再说一次:上证回踩2575点见!》"
"0.0","大盘红了，这货都不一定红"
"0.0","八元见！"
"0.0","虚高！！"
"0.0","下周一高开低走？"
"0.0","昨天把我洗出去了，我是不是该高兴"
"1.0","已经破了一个，再来一个托单接着破。下周一看13.69附近我准备半仓干了，主力你们看着办，保利我准备回来了。"
"1.0","下午起飞了"
"1.0","转了一大圈还是保利好啊 每次大跌都下不去"
"1.0","故意做空的吧"
"1.0","见好就收499.99"
"1.0","擦。。。。要拉升？？？最低是13.68么求问。。。还有机会么。"
"0.0","完了，又绿了，提不上来了"
"1.0","不错 今天首次跑赢指数"
"0.0","万科连续三天缩量上涨，地产股快装不下去了"
"1.0","哦，做60分钟底背离嗦，哥又准备加仓了！"
"0.0","离进场的目标价，还是有差距，今天继续"
"0.0","没得希望了，看来明天得早点跑"
"0.0","天生戴绿帽子的货"
"1.0","韭菜们给我冲！就不信干不过狗庄！抢钱啦。。"
"0.0","大盘不好，增持路在何方"
"0.0","丟，被套了"
"0.0","股权激励有何意义？总股本不变。只不过是花全体股民的利润，重新分配给高管罢了。强烈建议，回购股份注销"
"0.0","每天跑1个亿"
"0.0","保绿就是个垃圾搅屎棍！！！"
"0.0","大好行情，怎么就重仓了你这个垃圾，我艹"
"0.0","罪有应得的走势，黑心保利！"
"0.0","开启三级跳的节奏"
"0.0","美的公司真是垃圾，大额交易几乎全是跌停板价格，这也就是在庄家那里它真正的价值。"
"0.0","机构画图给散户看，引你入套。"
"1.0","周一如果跌停我直接全仓外加借呗六万买入，立贴为证"
"0.0","踩地雷了"
"1.0","牛逼不是吹的，火车不是推的！"
"1.0","不停涨，涨不停"
"0.0","可以，硬是把格力拉下来了"
"0.0","做套集团！"
"1.0","惊喜连绵。呵呵"
"1.0","快的话周日出上月销售数据，老保利股东都知道每个月保利的上涨都是这前后几天，昨天今天我已经补了很多。"
"1.0","北上资金继续买进000661，深股通十大成交股第四位000661长春高新成交榜　数据　行情　股吧420.9-2.07%2.24亿3.32亿1.08亿4.40亿"
"1.0","跌到12元满仓干"
"1.0","没有只跌不涨的股票，大家扛过最困难的时候，这个星期拿稳了"
"0.0","随着中国平安，茅台等股的放量下跌，恒瑞医药，药明康德，华兰生物……都在同时下跌，这不是巧合"
"1.0","你追我赶　　60很快就到"
"0.0","名字都看出来只有小弟的命，你叫小美，人家叫大格"
"0.0","打起精神割韭菜"
"0.0","垃圾呀"
"0.0","事实证明我卖出清仓价格是顶听话的都幸福吧"
"1.0","快点进，美的跌几天了，最好的机会，50肯定上！！！"
"0.0","不长记性的散户又当接盘的了！套死活该！！！"
"1.0","410满仓"
"0.0","说好的回购呢？！你个垃圾股！"
"1.0","逢低吸纳"
"0.0","抛盘太重，机构比散户知道消息要早要快，散户回回都是收盘后才知道，去哪卖！所以趁现在赶紧比谁跑得快吧，今天有可能两点半触碰跌停"
"0.0","勺子走法。明天做跌。"
"1.0","全部满仓了，该拉了吧？"
"0.0","我在12.5等你"
"0.0","三天跌了一个跌停！牛！"
"0.0","美的一时半会是上不去了，因为各个点位上被套太多，都等解套后撤出所以请别指望了"
"0.0","最高点比格力多涨1% 结果收盘和格力涨幅基本持平 也太不坚挺了吧 就不能连续硬几天吗 玛丽隔壁"
"0.0","放量大跌，大庄几倍盈利在兑现，你们顶住护送他们撤退！"
"0.0","明天周四 都怕了 不会落就不是矮股的特点 果不其然 今天有不少人入坑了 庄家做得够绝"
"0.0","仔细看了今晚的公告，明天又是奔着5个点去了，我太难了"
"0.0","垃圾保利，大大的垃圾"
"0.0","还是没有办法涨，横久必跌不够强势，50块上不去了"
"0.0","大盘的一半都不到！！垃圾股！！"
"1.0","问史上哪次高管增持后，股价表现不好？我，坚定跟着高管走！只恨自己近期操作失误，白白倒贴了利润"
"0.0","13.04卖了，除手续费和分红税赚了两百多，这股实在太硬了"
"1.0","今天中阳线"
"0.0","保利，机构卖出在路上。。。。。。。。。"
"1.0","涨停了"
"0.0","快钱都去炒白酒了"
"0.0","空仓还好今天没有买入 明天周四有低点就进"
"0.0","都是基金跑路了，估计明年在玩了"
"0.0","以为要涨停，谁知道是跳水冠军"
"0.0","配合出货中"
"0.0","见了鬼了，不断的有大单压价"
"0.0","涨券商，地产银行股大幅调整"
"1.0","无脑买，没毛病"
"1.0","直线拉升，一字涨停。"
"1.0","我朋友今天465追高满仓.佩服佩服啊。他说明年到1000.真难以相信。我买000513算了。"
"0.0","想着下午拉升的盆友，果然又被打脸"
"0.0","真是垃圾，无语"
"1.0","美的加油！"
"1.0","年底上700"
"0.0","15.25卖了，等了几个月！不看好连续上涨行情。港股融创和碧桂园假期只涨了3-5%。差不多咧，一步到位"
"1.0","首先恭喜大家过新年，买的美的安心，不像垃圾股不知什么时候出来一个地雷就被炸死了，新年过后合并小天鹅，，新的航母又将起航"
"0.0","美的一项豆浆机专利被判无效"
"0.0","都在唱涨，明天估计要跌，果断清仓"
"1.0","保利腾飞了"
"1.0","美的真是好样的!中国的良心企业!"
"0.0","为啥平安回购就涨，你美的回购跌呢"
"0.0","弱爆了。几个点的亏损"
"1.0","买这种股少操心"
"1.0","长春高新（000661）获外资买入50.8万股，占流通盘0.30%"
"0.0","最近真的很垃圾"
"0.0","赶快跑"
"1.0","看到一则消息，一年大赚百亿！戴森被中国人买成首富，财富总额达1223亿元！家电市场是浩瀚的海洋，相信美的大有可为！"
"0.0","啥比主力"
"1.0","合并前，总股本1.7亿股，其中金赛贡献了百分之八十五利润。合并后，分子增加的比率大，分母增加的比率小。相对来说增厚了利润！"
"1.0","涨停！！！涨停！！！大家珍惜带血的筹码？"
"1.0","交银：预计明年一线城市楼市政策松动 销售面积增5%"
"0.0","主力好没脾气，砸停不挺好的嘛，"
"0.0","傻逼，天天害人"
"0.0","第一个跳出来砸盘的畜生"
"0.0","在牛市里抱着熊股"
"1.0","点燃你的热情，上！"
"0.0","就是要不停的卖吗？？！！"
"0.0","美的现在的规律是大涨一天阴跌十天。"
"1.0","买美的，御严寒。助美的，稳发展。"
"0.0","手贱万科换保利"
"0.0","直接宣布回购完成是致命的，让人没了盼头，今天幸好有董提名董事，格力偏强拉了美的一把，估计明天这对难兄难弟就会争先恐后比赛跳水了"
"1.0","震荡整理中，突破40元可以继续跟进"
"0.0","散了吧！往上意愿没有，盘中流出不停！"
"1.0","明天开始数涨停板"
"1.0","美的这种现金奶牛股，肯定会大涨的，目标55-60不动摇"
"0.0","接着砸呀"
"1.0","恭喜美的全面战胜格力"
"0.0","一会就坐滑梯下来"
"1.0","今天的上影綫是先人指路，但明天有可能回調一下再上，這是中国股市莊家的操盤技巧。"
"0.0","本公子从来就是赢家，从不失手。明天我就走了，Bye~"
"0.0","通产丽星，世界科创龙头…保利地产，垃圾股"
"0.0","为了回购，这个垃圾美的有的跌，太无耻"
"1.0","跌下来就是未来的利润空间 不换股只买她"
"0.0","到现在没过前高 奇葩股"
"0.0","美的都被你们玩坏了"
"0.0","大盘都跑不过"
"1.0","试探性的往上走，属实正常。"
"0.0","昨天大涨跟不上，今天跌的有跟上了，废物，腊鸡"
"0.0","不妙不妙。"
"1.0","厉害啊，我的大宝哥！！！"
"1.0","诶？我走早了？"
"0.0","没事的，你可以继续跌。我输得起。我们各玩各的。"
"1.0","挂405买1手，如成交，395，385继续补仓！"
"1.0","跌的逾多我们买的逾多"
"0.0","这难道就是传说中的zhi zhang刚看以为要拉三个点这拉稀拉的，谁能有空出去"
"0.0","下来了！"
"1.0","调整化解背离，继续向上"
"0.0","昨天放量下跌，危险了！"
"0.0","今天跌停板"
"0.0","今天清仓了"
"0.0","受新城控股影响，明天暴跌"
"1.0","估计这周能有十多个点的上涨空间"
"0.0","无敌的卖单 砸单割肉了 大盘这么好天天跌"
"0.0","家电股马上暴跌，美的首当其冲"
"1.0","保利地产，中报净利增 50%多，股息率接近4%，比存3年期定期还高，PE7倍不到，龙头地产公司最近被情绪坑惨了，在我看来就是在挖坑，赔率很高。"
"0.0","巨量解禁的迈瑞都站起来，这b…"
"0.0","就只有资金在撑,资金链一断就是断崖式下跌.要么就是高送转释稀股价维持一段时间."
"0.0","快跑今铁定戴绿帽子了！！！！！！！！"
"0.0","爆雷了吧"
"0.0","美的，您的价值没格力高!完全是操作!"
"0.0","这个位置和机构玩没意思，不如休息一两月！散户朋友们"
"0.0","好好的一家公司，被所谓的回购弄得市值一地鸡毛。还美其名曰稳定股价。稳，真稳，永远在55元以下不要动了"
"0.0","逢高清仓，明天低开低走，连跌两天。"
"0.0","真是够垃圾的了！"
"0.0","急跌不接盘、不补仓。继续等待调整结束。"
"0.0","这股没戏，盘子太大"
"0.0","美的 你怎么了 醒醒振作点"
"1.0","这个星期站上55"
"0.0","星期一卖不出去了"
"1.0","不是套速度进，这么大的利好房地产崛起了，快速进吧"
"1.0","我觉得现在的房地产股票有点像12-13年的白酒。虽然政策影响了人的预期，但是需求还在。"
"0.0","保利地产，垃圾中的战斗机！！"
"1.0","过去30年，我没有判断错过一次行业。接下来我们就只看一个行业：医药，投资我们的健康，这个一定不会错的！"
"0.0","不知不觉，就被套着十个点站岗了"
"0.0","学习外狗套住美的投资库卡股权一样，管他娘大盘涨不涨，反正死里跌就是"
"0.0","要回调了"
"1.0","长春高新破新高！冲冲冲"
"0.0","55是美的紧箍咒"
"0.0","垃圾保利地产！"
"1.0","星期大概率继续，13.50入手"
"0.0","真他妈的烂泥！"
"0.0","这个垃圾以沦为外资打压的工具！！！"
"1.0","董明珠连任成功 明天格力电器会不会上涨 顺便带着美的"
"0.0","还是逃顶为上"
"0.0","这个烂眼，真折磨"
"0.0","砸盘的畜生又来了"
"0.0","下周一解禁"
"1.0","来势汹汹，挺牛掰"
"1.0","坚定持有600048 必有大肉 17附近压力大 必过"
"1.0","港资在做空地产股。买进"
"0.0","快跑！加速下跌！马上绿帽子戴上了！！！！"
"0.0","漂亮 自选股跌幅第一"
"1.0","故意压单洗盘"
"0.0","核心是什么，将来靠什么赚钱！！这个价，泡泡大了，应该洗洗了"
"0.0","高位横盘了几日，理应下来。"
"0.0","趁红盘冲高赶紧卖！现在是最好、最后的机会卖了！别犹豫赶紧卖，要不下午又变绿了"
"0.0","吃屎的狗庄还在砸盘！"
"0.0","回购数量还不到总股本的2%，远不如以前的一次增资扩股来的多。"
"0.0","14以上买的都要被套，快跑"
"0.0","依然是小偷公司做派"
"0.0","量能不够突破不了"
"1.0","美的集团作为回购榜样，今天涨停"
"0.0","凉了"
"0.0","三天涨的不够这垃圾一天跌的！"
"0.0","哭唧唧(;;`)"
"1.0","资金正在慢慢的从中小创回流蓝筹，至于地产板块可以回流多少不好说，但是多少也应该会跟在后面缓慢的爬升一点！"
"1.0","保利保利，就冲这名字买了"
"0.0","反正我只是看，就不买，垃圾主力自己玩去吧！！"
"0.0","tm的，大盘下来多少，你下来多少？，披着一张人皮"
"1.0","房地产三年来利空不断，但行业每年保持3O%的增长因房价就是GDP。国家支持。"
"0.0","涨时总排在第三梯队！下跌总排第一梯队头名"
"1.0","趁着格力停牌，美的赶紧涨几天啊"
"1.0","万科保利放量拉升，地产板块启动了！"
"0.0","保利两市垃圾排第一应该没什么问题，我说的不是基本面，是里面的机构，恶心已经不能形容它们。"
"1.0","很好 这个傻装 把自己洗出去了"
"1.0","冲上去"
"0.0","调整到345"
"0.0","我真的是日了狗"
"1.0","今天已放量，目标价二十元"
"0.0","怎么永远是最差的一个"
"0.0","别急，地产股还有跌幅！"
"0.0","回购是利空"
"1.0","涨停"
"0.0","垃圾，不如格力"
"0.0","看多了来了证明要跌了"
"1.0","不至于涨停吧"
"0.0","保利地产业绩大幅度低于预期，销售收入大幅度低于预期，坏账准备大幅度低于预期，"
"0.0","贱"
"0.0","就是要让你恶心一年"
"1.0","两市全线暴涨，赚钱效应全面回暖。"
"0.0","到100元在来"
"0.0","看看业绩好的蓝凑股，五粮液，恒瑞医药，万华化学临近年报，涨势如虹，美的还是业绩增长不太给力，所以股价表现也很弱"
"0.0","444，死死死，大家小心"
"0.0","美的回购严重压制股价，"
"0.0","这垃圾庄要完蛋！"
"1.0","美的您够厉害的！比格力强势！"
"1.0","美股收红，看来大盘反弹还得靠地产"
"1.0","不错"
"0.0","大盘冲高回落，散户看空，估计得看明天的行情"
"1.0","总不可能一直跌吧，肯定会有反弹吧"
"0.0","都是那两个疯婆子惹的祸，到处乱咬，都给咬下来了，"
"0.0","像个王八一样"
"0.0","艹，今天要吧大盘拖到3200以下"
"0.0","长春高新股票已超卖"
"1.0","明日反弹！！！"
"0.0","还好只有1手了"
"0.0","这两天地产股不错，作为龙头，保利的表现实在是太差了"
"0.0","快跑！"
"0.0","垃圾透顶！"
"0.0","严重怀疑连续的大宗交易与回购有关 玛丽隔壁"
"0.0","死辣鸡！"
"0.0","狗股要砸盘了"
"1.0","14.33打完最后的子弹，开始装死。到今天已经抹平10月的涨幅了，我坚定看多后市"
"0.0","真坑爹！！！！！"
"0.0","真的不给力啊，到底干什么？回到42？不让股民赚钱的企业都不是好企业"
"0.0","欠跌 涨不动"
"0.0","这一波又到见顶时"
"0.0","没有最低只有更低？"
"1.0","流动性释放 首套房贷利率下调空间增大2019年01月09日 09:55来源：中国经济网　作者：杜雨萌"
"0.0","大家别被那些喊买的带进去，都是托，骗人当韭菜"
"1.0","凑个热闹，看多了。"
"0.0","你们不是说涨停吗"
"1.0","保利地产上涨报红了，大市行情上涨，板块也上涨，保利地产也是优质货上涨报红了！"
"0.0","派饼式放筹码，放量便大跌"
"0.0","47.03是240均线，我47加了2000股，想着年线应该守得住，可结果……失望，美的太垃圾！"
"1.0","这情况不是应该买入吗？"
"0.0","库卡股价大涨至57.80大家不要怕才跌上百亿每天拉上去是为拉更好砸下来"
"1.0","四百是个底，绝地反弹"
"1.0","年线太壮观了"
"0.0","美的真是太垃圾了，这都涨不起来"
"1.0","明天地产股久违的爆涨，万保招金大地产领涨。朋友勿喷明天见谢谢。"
"1.0","保利与金地二选一。选保利央企稳。"
"0.0","早上追高朋友你们好吗？"
"0.0","板块集体拉升！这货开始砸盘了！！！！！"
"0.0","大盘反弹快结束了，再有一两周该二次探底了"
"0.0","万科都涨一个多点了！这怂货又绿了"
"1.0","下午大反转"
"0.0","套到何年何月?"
"0.0","节节败退！庄家出货了"
"0.0","每一次红盘都是减仓点，保绿的作风"
"0.0","向下长高"
"0.0","继续看你折腾，今天破13更好。主力砸一波，20万手直接砸跌停"
"0.0","连大盘都跟不上了，真丢脸啊！"
"1.0","持有"
"1.0","这个点位除非主力拉，不然散户不敢进的了，昨天该补的都补了，没补的要不就是没子弹了要不就是错过昨天低位不想进了"
"0.0","这种跌法，有点过分。"
"0.0","保利地产已没有任何投资价值。"
"1.0","一城一策不搞一刀切，给房地产留了活口"
"1.0","今天二十万在手里热了一天也没买，有点后悔。44.5的时候应该全买的，犹豫了一下。"
"0.0","垂死挣扎也改不了下跌的命运！！！"
"1.0","这就是王牌 好的公司，坚定持有会给你回报"
"0.0","这也是浪费行情的股，心理平衡了，我也买了一支浪费行情的股，还是重仓，还不如买指数"
"0.0","尾盘指数创近期新高 反而美的涨幅略微回落 注意风险 近期涨得强势 小心节后调整"
"0.0","板块倒数第一哈哈"
"0.0","想前三名的垃圾股"
"0.0","逆势出货，正当其时。"
"1.0","要卖赶紧跑，跑了才能拉升，外面雨大随你们走"
"1.0","科创板打新需要配上交所的股票，拉出来看看除了50和各大央企还有谁值得配呢？想通这点，慌毛线啊！"
"1.0","可能是医药股首只突破1000 元的股票了！"
"0.0","现在看我清仓价格是绝对高点了吧"
